question,context
당뇨병을 유발하는 환경 인자 중에서 본인이 조절할 수 있는 요소는 무엇인가요?,"인슐린 비의존성 당뇨병의 원인: 당뇨병의 발생에는 유전과 환경이 중요한 역할을 합니다. 즉, 당뇨병에 걸리기 쉬운 유전적 체질을 부모에게 물려받은 사람이 당뇨병을 유발하기 쉬운 환경에 노출되면 당뇨병이 발생할 수 있습니다. 하지만 현재까지 당뇨병을 일으키는 유전자의 이상을 찾을 수 있는 경우는 전체 당뇨병의 1% 미만에 불과합니다. 대부분은 원인이 되는 유전자가 명확히 밝혀지지 않았습니다.
당뇨병을 유발할 수 있는 환경 인자로는 고령, 비만, 스트레스, 임신, 감염, 약물(스테로이드 제제, 면역 억제제, 이뇨제) 등이 있습니다. 환경 인자는 유전 인자와는 달리 본인의 노력으로 어느 정도 피할 수 있다는 점이 중요합니다. 최근 들어 당뇨병이 급증하는 이유는 유전적인 원인보다는 과도한 음식물 섭취와 운동량 감소로 인한 비만증의 증가 때문입니다."
인슐린 비의존성 당뇨병의 가장 대표적인 증상은 무엇인가요?,"인슐린 비의존성 당뇨병의 구체적 증상: 당뇨병에 걸리면 소변으로 포도당이 빠져나갑니다. 이때 포도당이 수분을 같이 끌고 나가기 때문에 소변량이 늘어납니다. 그 결과 몸 안에 수분이 부족하여 심한 갈증을 느끼게 됩니다. 또한 영양분이 몸에서 이용되지 않고 빠져나가기 때문에 피로감을 느낍니다. 잘 먹는데도 불구하고 체중이 감소합니다.
당뇨병의 가장 대표적인 증상을 \'삼다(三多)\'라고 합니다. 다음(多飮, 물을 많이 마심), 다뇨(多尿, 소변을 많이 봄), 다식(多食, 많이 먹음)을 말합니다. 그 외의 당뇨병의 증상으로는 눈 침침함, 손발 저림이 있고, 여성의 경우 질 소양증 등이 나타납니다. 하지만 혈당이 크게 높지 않으면 대부분 특별한 증상을 느끼지 못합니다."
인슐린 비의존성 당뇨병으로 인해 발생하는 갈증은 어떤 이유로 발생하나요?,"인슐린 비의존성 당뇨병의 구체적 증상: 당뇨병에 걸리면 소변으로 포도당이 빠져나갑니다. 이때 포도당이 수분을 같이 끌고 나가기 때문에 소변량이 늘어납니다. 그 결과 몸 안에 수분이 부족하여 심한 갈증을 느끼게 됩니다. 또한 영양분이 몸에서 이용되지 않고 빠져나가기 때문에 피로감을 느낍니다. 잘 먹는데도 불구하고 체중이 감소합니다.
당뇨병의 가장 대표적인 증상을 \'삼다(三多)\'라고 합니다. 다음(多飮, 물을 많이 마심), 다뇨(多尿, 소변을 많이 봄), 다식(多食, 많이 먹음)을 말합니다. 그 외의 당뇨병의 증상으로는 눈 침침함, 손발 저림이 있고, 여성의 경우 질 소양증 등이 나타납니다. 하지만 혈당이 크게 높지 않으면 대부분 특별한 증상을 느끼지 못합니다."
인슐린 비의존성 당뇨병의 진단은 어떻게 이루어지나요?,"인슐린 비의존성 당뇨병의 진단: \'당뇨병은 혈당을 측정하여 진단합니다. 이때 혈당 검사란 손가락 끝에서 채혈을 하는 전혈 포도당 검사가 아닙니다. 정맥혈을 채취하여 피떡을 가라앉히고, 상층의 맑은 혈장 성분만을 분리하여 포도당 농도를 측정하는 것입니다. 요당 검사는 과거에는 많이 시행하였으나, 당뇨병인데도 음성이 나올 수 있고, 당뇨병이 아닌데도 양성으로 나올 수 있어 당뇨병의 진단 검사로는 부적합합니다.
당뇨병의 진단 기준은 당뇨병의 특징적인 증상이 있으면서 ① 식사 시간에 관계없이 측정한 혈당이 200mg/dL 이상이거나 ② 8시간 동안 열량 섭취가 없는 공복 상태에서 측정한 공복 혈당이 126mg/dL 이상이거나 ③ 경구 당부하 검사에서 75gm의 포도당을 섭취한 뒤 측정한 2시간째 혈당이 200mg/dL 이상이면 당뇨병으로 진단할 수 있습니다. 그러나 명백한 고혈당 증상이나 급성 대사 이상이 있는 경우를 제외하면, 다른 날에 반복 검사를 시행하여 두 번 이상 진단 기준을 만족할 때 당뇨병으로 진단합니다."
당뇨병 진단에 요당 검사는 왜 부적합한가요?,"인슐린 비의존성 당뇨병의 진단: \'당뇨병은 혈당을 측정하여 진단합니다. 이때 혈당 검사란 손가락 끝에서 채혈을 하는 전혈 포도당 검사가 아닙니다. 정맥혈을 채취하여 피떡을 가라앉히고, 상층의 맑은 혈장 성분만을 분리하여 포도당 농도를 측정하는 것입니다. 요당 검사는 과거에는 많이 시행하였으나, 당뇨병인데도 음성이 나올 수 있고, 당뇨병이 아닌데도 양성으로 나올 수 있어 당뇨병의 진단 검사로는 부적합합니다.
당뇨병의 진단 기준은 당뇨병의 특징적인 증상이 있으면서 ① 식사 시간에 관계없이 측정한 혈당이 200mg/dL 이상이거나 ② 8시간 동안 열량 섭취가 없는 공복 상태에서 측정한 공복 혈당이 126mg/dL 이상이거나 ③ 경구 당부하 검사에서 75gm의 포도당을 섭취한 뒤 측정한 2시간째 혈당이 200mg/dL 이상이면 당뇨병으로 진단할 수 있습니다. 그러나 명백한 고혈당 증상이나 급성 대사 이상이 있는 경우를 제외하면, 다른 날에 반복 검사를 시행하여 두 번 이상 진단 기준을 만족할 때 당뇨병으로 진단합니다."
인슐린 비의존성 당뇨병의 치료는 어떻게 이루어지나요?,"인슐린 비의존성 당뇨병의 치료: 고혈당이 약물 복용, 심한 스트레스 등 일시적으로 혈당을 올리는 원인에 의해 생긴 경우에는 이러한 원인을 제거하면 다시 정상으로 돌아옵니다. 이러한 일시적인 원인이 없는 상태에서 당뇨병을 진단받은 경우에는 완치되는 경우가 흔하지 않습니다. 하지만 당뇨병은 생활습관 관리, 약물 치료 등의 방법으로 얼마든지 관리할 수 있습니다. 당뇨병이 있더라도 관리만 잘하면 건강한 삶을 유지할 수 있습니다."
인슐린 비의존성 당뇨병의 경과는 어떠한 합병증이 주로 발생하나요?,"인슐린 비의존성 당뇨병의 경과: 당뇨병의 합병증으로 당뇨병성 케톤산증, 고삼투압성 비케톤성 혼수, 유산산증, 저혈당 등의 급성 대사성 합병증이 있습니다. 만성적인 혈관 관련 합병증으로는 대혈관 질환(동맥경화증- 관상동맥 질환 및 심근병증, 뇌혈관 질환, 기타 말초혈관 질환)과 미세혈관 질환(망막병증, 신장병증, 신경병증) 등이 있습니다. 복합적 합병증으로는 감염, 피부 병변, 당뇨병성 족부 병변이 있습니다."
인슐린 비의존성 당뇨병의 경과에서 나타나는 복합적 합병증으로는 어떤 것들이 있나요?,"인슐린 비의존성 당뇨병의 경과: 당뇨병의 합병증으로 당뇨병성 케톤산증, 고삼투압성 비케톤성 혼수, 유산산증, 저혈당 등의 급성 대사성 합병증이 있습니다. 만성적인 혈관 관련 합병증으로는 대혈관 질환(동맥경화증- 관상동맥 질환 및 심근병증, 뇌혈관 질환, 기타 말초혈관 질환)과 미세혈관 질환(망막병증, 신장병증, 신경병증) 등이 있습니다. 복합적 합병증으로는 감염, 피부 병변, 당뇨병성 족부 병변이 있습니다."
인슐린 비의존성 당뇨병의 주의사항은 무엇인가요?,"인슐린 비의존성 당뇨병의 주의사항: 최근 여러 가지 대규모의 연구를 통해 혈당 조절을 철저히 하면 소혈관에서 발생하는 당뇨병의 합병증, 즉 망막, 신장, 신경의 합병증을 예방하거나 진행을 막을 수 있음이 증명되었습니다. 그러나 심장혈관이나 뇌혈관에서 발생하는 대혈관 합병증은 혈당 조절만으로는 예방 효과가 적었습니다. 혈당과 함께 혈압, 고지혈증을 조절하는 것이 중요합니다."
당뇨망막병증이 유방내분비질환에 속하는 이유는 무엇인가요?,당뇨망막병증의 카테고리: 유방내분비질환
What is the English name for 당뇨망막병증?,당뇨망막병증의 질환 영문명: Diabetic retinopathy
당뇨망막병증의 주요 증상은 무엇인가요?,"당뇨망막병증의 증상: 시력 감소,  황반부종,  사물이 찌그러져 보임,  광시증,  시야장애,  비문증"
당뇨망막병증이 발생하는 주요 원인은 무엇인가요?,"당뇨망막병증의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  망막 박리,  당뇨망막병증,  유리체 출혈"
당뇨망막병증이 있는 환자는 어떤 증상을 보이나요?,"당뇨망막병증의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  망막 박리,  당뇨망막병증,  유리체 출혈"
망막 박리와 당뇨망막병증은 어떻게 관련되어 있나요?,"당뇨망막병증의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  망막 박리,  당뇨망막병증,  유리체 출혈"
당뇨망막병증을 진료받을 때 안과 전문의 외에 다른 전문의를 방문해야 할 필요가 있나요?,당뇨망막병증의 진료과: 안과
당뇨망막병증을 치료하기 위해 어떤 검사가 필요한가요?,당뇨망막병증의 진료과: 안과
당뇨망막병증의 증상이 있을 때 바로 안과를 방문해야 하나요?,당뇨망막병증의 진료과: 안과
당뇨망막병증이란 무엇인가요?,당뇨망막병증의 동의어: 당뇨망막증
당뇨망막병증과 당뇨망막증의 차이는 무엇인가요?,당뇨망막병증의 동의어: 당뇨망막증
당뇨망막병증은 무엇인가요?,"당뇨망막병증의 정의: 당뇨망막병증은 망막의 미세혈관이 손상되는 질환으로, 당뇨병의 합병증 중에서 가장 무서운 질환입니다. 이는 세계 각국의 실명 원인 중에서 높은 비중을 차지하고 있습니다. 당뇨병 경력이 30년 또는 그 이상인 환자의 약 90%에게서 발생하며, 15년 전후일 경우에는 발병률이 약 60~70%에 이릅니다. 혈당 조절이 잘 안되는 경우 더욱 잘 발생합니다. 초기에는 망막병증이 있으면서도 별다른 증상이 없는 경우가 많기 때문에 정기적인 안과 진찰이 중요합니다."
당뇨망막병증은 어떤 환자들에게 주로 발생하나요?,"당뇨망막병증의 정의: 당뇨망막병증은 망막의 미세혈관이 손상되는 질환으로, 당뇨병의 합병증 중에서 가장 무서운 질환입니다. 이는 세계 각국의 실명 원인 중에서 높은 비중을 차지하고 있습니다. 당뇨병 경력이 30년 또는 그 이상인 환자의 약 90%에게서 발생하며, 15년 전후일 경우에는 발병률이 약 60~70%에 이릅니다. 혈당 조절이 잘 안되는 경우 더욱 잘 발생합니다. 초기에는 망막병증이 있으면서도 별다른 증상이 없는 경우가 많기 때문에 정기적인 안과 진찰이 중요합니다."
당뇨망막병증의 주된 원인은 무엇인가요?,"당뇨망막병증의 원인: 당뇨망막병증의 원인은 당뇨병입니다. 당뇨병은 미세혈관계에 병변을 일으키는 대사성 질환으로, 눈을 포함한 전신 조직에 광범위한 장애를 일으킵니다. 당뇨병으로 인해 특유한 망막 순환 장애가 생기는 것을 당뇨망막병증이라고 합니다. 이는 당뇨병성 신경병증, 당뇨병성 신증과 함께 3대 미세혈관 합병증 중의 하나입니다."
당뇨망막병증이 발생하는 과정은 어떻게 되나요?,"당뇨망막병증의 원인: 당뇨망막병증의 원인은 당뇨병입니다. 당뇨병은 미세혈관계에 병변을 일으키는 대사성 질환으로, 눈을 포함한 전신 조직에 광범위한 장애를 일으킵니다. 당뇨병으로 인해 특유한 망막 순환 장애가 생기는 것을 당뇨망막병증이라고 합니다. 이는 당뇨병성 신경병증, 당뇨병성 신증과 함께 3대 미세혈관 합병증 중의 하나입니다."
당뇨망막병증의 구체적 증상은 무엇인가요?,"당뇨망막병증의 구체적 증상: 당뇨망막병증은 크게 비증식성 망막병증과 증식성 망막병증으로 분류할 수 있습니다. 비증식성 망막병증은 망막의 작은 혈관들이 약해져서 혈청이 새거나 혈관이 막혀서 영양 공급이 중단되는 상태를 말합니다. 서서히 발생하며, 시력이 점진적으로 감퇴됩니다. 이는 당뇨망막병증의 초기 소견이라고 할 수 있습니다.
한편 증식성 망막병증은 혈액순환이 나쁜 곳에 신생 혈관이 생김으로써 적절한 치료를 받지 않으면 신생 혈관에서 발생하는 출혈에 의해 5년 이내에 실명하게 되는 무서운 합병증입니다. 당뇨망막병증의 후기 소견이라고 할 수 있습니다.
초기 당뇨망막병증의 경우 증상이 없는 경우도 있습니다. 그러나 비문증(눈앞에 먼지나 벌레 같은 것들이 떠다니는 것처럼 느끼는 증상), 광시증, 변시증(사물이 비뚤어져 보이는 증상), 시야 흐림, 야간 시력 저하, 독서 장애 등이 나타날 수 있습니다.
혈관 투과성이 증가하여 황반부 망막이 붓는 황반 부종은 심각한 시력 저하를 야기할 수 있습니다. 당뇨망막병증이 많이 진행되었다고 하더라도 황반부에 장애가 없다면 좋은 시력을 유지할 수 있습니다. 그러나 가벼운 당뇨망막병증에서도 황반 부종이 발생하면 시력 저하가 발생할 수 있습니다. 따라서 시력은 당뇨망막병증의 정도를 파악하는 지표로 삼을 수 없습니다. 당뇨병을 진단받은 경우 증상 유무에 상관없이 정기 검진과 추적 관찰이 중요합니다."
당뇨망막병증이 많이 진행되었을 때 발생하는 황반 부종은 어떤 시력 문제를 야기할 수 있나요?,"당뇨망막병증의 구체적 증상: 당뇨망막병증은 크게 비증식성 망막병증과 증식성 망막병증으로 분류할 수 있습니다. 비증식성 망막병증은 망막의 작은 혈관들이 약해져서 혈청이 새거나 혈관이 막혀서 영양 공급이 중단되는 상태를 말합니다. 서서히 발생하며, 시력이 점진적으로 감퇴됩니다. 이는 당뇨망막병증의 초기 소견이라고 할 수 있습니다.
한편 증식성 망막병증은 혈액순환이 나쁜 곳에 신생 혈관이 생김으로써 적절한 치료를 받지 않으면 신생 혈관에서 발생하는 출혈에 의해 5년 이내에 실명하게 되는 무서운 합병증입니다. 당뇨망막병증의 후기 소견이라고 할 수 있습니다.
초기 당뇨망막병증의 경우 증상이 없는 경우도 있습니다. 그러나 비문증(눈앞에 먼지나 벌레 같은 것들이 떠다니는 것처럼 느끼는 증상), 광시증, 변시증(사물이 비뚤어져 보이는 증상), 시야 흐림, 야간 시력 저하, 독서 장애 등이 나타날 수 있습니다.
혈관 투과성이 증가하여 황반부 망막이 붓는 황반 부종은 심각한 시력 저하를 야기할 수 있습니다. 당뇨망막병증이 많이 진행되었다고 하더라도 황반부에 장애가 없다면 좋은 시력을 유지할 수 있습니다. 그러나 가벼운 당뇨망막병증에서도 황반 부종이 발생하면 시력 저하가 발생할 수 있습니다. 따라서 시력은 당뇨망막병증의 정도를 파악하는 지표로 삼을 수 없습니다. 당뇨병을 진단받은 경우 증상 유무에 상관없이 정기 검진과 추적 관찰이 중요합니다."
당뇨망막병증을 진단하는 가장 중요한 검사는 무엇인가요?,"당뇨망막병증의 진단: ① 안저 검사
당뇨망막병증을 진단하는 가장 중요한 검사입니다. 모든 환자를 대상으로 한 산동 검사가 원칙이며, 렌즈를 이용한 세극등 현미경 안저 검사 또는 도상 검안경 검사를 시행합니다. 렌즈를 이용한 세극등 현미경 안저 검사는 고배율의 입체시가 가능하기 때문에 후극부의 이상, 즉 유두혈관 신생이나 황반 부종, 망막 내 미세혈관 이상 등을 관찰하는 데 적합합니다. 도상 검안경 검사는 넓은 시야를 얻을 수 있기 때문에 전반적인 출혈이나 삼출물의 정도를 파악할 수 있으며 주변부의 이상을 검사하는데 용이합니다. 이 두 가지 검사는 서로 보완적이기 때문에 두 가지 모두를 이용하여 반복적이고 세밀한 검사를 하는 것이 좋습니다.
② 형광 안저혈관 조영
형광 안저혈관 조영 검사를 통해 당뇨망막병증의 직접적 원인이 되는 혈관의 누출과 혈관 폐쇄를 확인할 수 있습니다. 안저 검사를 시행한 뒤 보완적으로 이 검사를 시행하여 당뇨망막병증의 정도를 파악해야 합니다. 안저 검사를 하지 않고 단독으로 이 검사를 시행하는 것은 바람직하지 않습니다. 안저 검사 소견은 별다른 이상이 없지만 형광 안저 혈관 촬영에서 심한 혈관 비관류가 나타나는 경우도 있으므로, 안저 검사 소견이 의심스러운 경우에 이 검사가 진단에 도움이 될 수 있습니다.
③ 초음파 검사
매체 혼탁에 의해 안저를 관찰할 수 없을 때는 초음파 검사를 이용합니다. 당뇨망막병증에서는 주로 유리체 출혈, 뒤유리체면과 증식막의 상태, 견인 망막 박리 등의 형태 진단을 위해 초음파를 이용합니다.
④ 빛 간섭 단층촬영
빛 간섭 단층촬영을 통해 황반 부종의 정량적 측정을 객관적으로 시행할 수 있습니다. 또한 치료 전후의 효과 판단에 많은 도움을 줍니다. 이 밖에도 망막과 뒤유리체막의 상태를 관찰할 수 있기 때문에 황반 주름, 견인 등의 유무를 진단할 수 있습니다.
⑤ 망막 전위도 검사
임상적으로 가장 의미 있는 소견은 합한 진동소파전위진폭(Summed oscillatory potential amplitude)의 감소입니다. 진동소파전위는 강한 빛을 자극할 때 b파에 중첩되어 나타나는 일련의 파형으로, 망막 내층의 기능을 보여줍니다. 진동소파전위의 진폭 감소는 임상적으로 망막병증이 나타나지 않을 때도 확인할 수 있습니다. 형광 안저 촬영 소견 중 비관류나 누출, 망막병증의 심한 정도에 비례하여 감소합니다. 비증식 당뇨망막병증에서 진동소파전위가 정상일 때는 15년이 경과한 후 증식 당뇨망막병증으로 이행할 가능성이 20%인데 비해, 이것이 감소했을 때는 무려 62%로 높아집니다. 따라서 이 검사는 예후를 예측하는 데 의의가 있습니다."
당뇨망막병증의 형광 안저혈관 조영 검사는 어떤 역할을 하나요?,"당뇨망막병증의 진단: ① 안저 검사
당뇨망막병증을 진단하는 가장 중요한 검사입니다. 모든 환자를 대상으로 한 산동 검사가 원칙이며, 렌즈를 이용한 세극등 현미경 안저 검사 또는 도상 검안경 검사를 시행합니다. 렌즈를 이용한 세극등 현미경 안저 검사는 고배율의 입체시가 가능하기 때문에 후극부의 이상, 즉 유두혈관 신생이나 황반 부종, 망막 내 미세혈관 이상 등을 관찰하는 데 적합합니다. 도상 검안경 검사는 넓은 시야를 얻을 수 있기 때문에 전반적인 출혈이나 삼출물의 정도를 파악할 수 있으며 주변부의 이상을 검사하는데 용이합니다. 이 두 가지 검사는 서로 보완적이기 때문에 두 가지 모두를 이용하여 반복적이고 세밀한 검사를 하는 것이 좋습니다.
② 형광 안저혈관 조영
형광 안저혈관 조영 검사를 통해 당뇨망막병증의 직접적 원인이 되는 혈관의 누출과 혈관 폐쇄를 확인할 수 있습니다. 안저 검사를 시행한 뒤 보완적으로 이 검사를 시행하여 당뇨망막병증의 정도를 파악해야 합니다. 안저 검사를 하지 않고 단독으로 이 검사를 시행하는 것은 바람직하지 않습니다. 안저 검사 소견은 별다른 이상이 없지만 형광 안저 혈관 촬영에서 심한 혈관 비관류가 나타나는 경우도 있으므로, 안저 검사 소견이 의심스러운 경우에 이 검사가 진단에 도움이 될 수 있습니다.
③ 초음파 검사
매체 혼탁에 의해 안저를 관찰할 수 없을 때는 초음파 검사를 이용합니다. 당뇨망막병증에서는 주로 유리체 출혈, 뒤유리체면과 증식막의 상태, 견인 망막 박리 등의 형태 진단을 위해 초음파를 이용합니다.
④ 빛 간섭 단층촬영
빛 간섭 단층촬영을 통해 황반 부종의 정량적 측정을 객관적으로 시행할 수 있습니다. 또한 치료 전후의 효과 판단에 많은 도움을 줍니다. 이 밖에도 망막과 뒤유리체막의 상태를 관찰할 수 있기 때문에 황반 주름, 견인 등의 유무를 진단할 수 있습니다.
⑤ 망막 전위도 검사
임상적으로 가장 의미 있는 소견은 합한 진동소파전위진폭(Summed oscillatory potential amplitude)의 감소입니다. 진동소파전위는 강한 빛을 자극할 때 b파에 중첩되어 나타나는 일련의 파형으로, 망막 내층의 기능을 보여줍니다. 진동소파전위의 진폭 감소는 임상적으로 망막병증이 나타나지 않을 때도 확인할 수 있습니다. 형광 안저 촬영 소견 중 비관류나 누출, 망막병증의 심한 정도에 비례하여 감소합니다. 비증식 당뇨망막병증에서 진동소파전위가 정상일 때는 15년이 경과한 후 증식 당뇨망막병증으로 이행할 가능성이 20%인데 비해, 이것이 감소했을 때는 무려 62%로 높아집니다. 따라서 이 검사는 예후를 예측하는 데 의의가 있습니다."
당뇨망막병증의 치료는 어떻게 이루어지나요?,"당뇨망막병증의 치료: 당뇨망막병증을 치료하기 위해서는 원인 질환 치료가 동반되어야 합니다. 당뇨망막병증의 발생은 혈당치보다 당뇨병을 앓았던 기간에 비례하는 것으로 알려져 있습니다. 그러나 많은 연구에서 혈당을 엄격하게 조절할 경우 당뇨망막병증의 발생을 예방하거나 지연시킬 수 있고, 그 정도도 감소시킬 수 있다는 것이 밝혀졌습니다. 또한 당뇨병의 초기에 혈당을 조절하는 것이 당뇨망막병증의 빈도를 줄이는 데 가장 효과적입니다.
당뇨병 환자는 혈청 지질이 증가된 경우가 많습니다. 이러한 지질 이상은 혈관 내피세포의 손상을 조장하여 당뇨망막병증의 미세혈관 변화를 악화시킬 수 있습니다. 따라서 반드시 혈청 지질을 조절해야 합니다. 또한 혈압을 조절하거나 흡연을 하는 경우에는 금연을 하는 것이 좋습니다.
일단 발생한 망막병증, 특히 증식성 망막병증에 대해서는 레이저 광선을 이용한 \'광응고 요법\'을 시행할 수 있습니다. 적절한 시기에 이를 잘 치료하면 실명 확률을 현저히 낮출 수 있습니다. 한편 초자체의 출혈이나 망막의 박리 등으로 시력이 더욱 저하된 경우에는 초자체 제거술과 같은 외과적 수술을 고려할 수 있습니다. 광응고 요법의 부작용으로는 치료 시 통증, 각막 미란, 일시적인 안압 상승, 시야 장애, 조기 시력 저하, 황반 부종, 황반 응고, 맥락막 박리, 맥락막 출혈, 삼출 망막 박리, 견인 망막 박리 증가, 유리체 출혈 등을 들 수 있습니다."
당뇨망막병증을 치료하기 위해 혈당을 엄격하게 조절하는 이유는 무엇인가요?,"당뇨망막병증의 치료: 당뇨망막병증을 치료하기 위해서는 원인 질환 치료가 동반되어야 합니다. 당뇨망막병증의 발생은 혈당치보다 당뇨병을 앓았던 기간에 비례하는 것으로 알려져 있습니다. 그러나 많은 연구에서 혈당을 엄격하게 조절할 경우 당뇨망막병증의 발생을 예방하거나 지연시킬 수 있고, 그 정도도 감소시킬 수 있다는 것이 밝혀졌습니다. 또한 당뇨병의 초기에 혈당을 조절하는 것이 당뇨망막병증의 빈도를 줄이는 데 가장 효과적입니다.
당뇨병 환자는 혈청 지질이 증가된 경우가 많습니다. 이러한 지질 이상은 혈관 내피세포의 손상을 조장하여 당뇨망막병증의 미세혈관 변화를 악화시킬 수 있습니다. 따라서 반드시 혈청 지질을 조절해야 합니다. 또한 혈압을 조절하거나 흡연을 하는 경우에는 금연을 하는 것이 좋습니다.
일단 발생한 망막병증, 특히 증식성 망막병증에 대해서는 레이저 광선을 이용한 \'광응고 요법\'을 시행할 수 있습니다. 적절한 시기에 이를 잘 치료하면 실명 확률을 현저히 낮출 수 있습니다. 한편 초자체의 출혈이나 망막의 박리 등으로 시력이 더욱 저하된 경우에는 초자체 제거술과 같은 외과적 수술을 고려할 수 있습니다. 광응고 요법의 부작용으로는 치료 시 통증, 각막 미란, 일시적인 안압 상승, 시야 장애, 조기 시력 저하, 황반 부종, 황반 응고, 맥락막 박리, 맥락막 출혈, 삼출 망막 박리, 견인 망막 박리 증가, 유리체 출혈 등을 들 수 있습니다."
